Location,Price,Total_Area,Price_per_SQFT,Baths,Balcony,BHK,State,Year,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Disaster
"Shree Ganesh Residency nalasopara east,Manevale Pada, Nalasopara East,Mumbai",1700000.0,400,4250.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ketkipada, Dahisar East,Mumbai",5000000.0,450,11110.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shanti Nagar, Mira Road East,Mumbai",3500000.0,350,10000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Kulupwadi, Borivali East,Mumbai",11900000.0,600,19830.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vijay chambers ,Shapur Baug, Girgaon,Mumbai",40000000.0,900,44440.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Mira Road West, Mumbai",10000000.0,765,13070.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Spring Leaf,Lokhandwala Complex, Andheri West,Mumbai",8500000.0,485,17520.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Azad Nagar, Andheri West,Mumbai",15400000.0,604,25500.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ashok Nagar, Juhu,Mumbai",45000000.0,1500,30000.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Upper Worli, Worli,Mumbai",18500000.0,535,34580.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Four Bungalows, Andheri West,Mumbai",15400000.0,802,19200.0,3,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Versova, Andheri West,Mumbai",19000000.0,1050,18090.0,3,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chinchpokli, Mumbai",35000000.0,850,41180.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chandresh terrace,Chandan Shanti, Mira Road East,Mumbai",5700000.0,580,9830.0,2,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"DGS Sheetal Sejal ,Wagholi, Nalasopara West,Mumbai",2138000.0,475,4500.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chikuwadi, Mankhurd,Mumbai",12500000.0,900,13890.0,3,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sunder Nagar, Malad West,Mumbai",16500000.0,900,18330.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Global City, Virar West,Mumbai",3500000.0,625,5600.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Al Shifa Apartment Kurla West ,Hallow Pul, Kurla West,Mumbai",4800000.0,375,12800.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"gyandeep society,Tilak Nagar, Goregaon West,Mumbai",5300000.0,270,19630.0,1,No,,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bhakti Park, Wadala East,Mumbai",12500000.0,535,23360.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Jay krishna dham ,Shalibhadra Nagar, Bhayandar East,Mumbai",3350000.0,575,5830.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"AL Amir Apartment,Mandvi, Mumbai",9600000.0,414,23190.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Silver Park, Mira Road East,Mumbai",6200000.0,560,11070.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sadhana CHS,Tagore Road, Santacruz West,Mumbai",19900000.0,650,30610.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Om Shivai ,Tata Power Residential Colony, Borivali East,Mumbai",5500000.0,240,22920.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chhatrapati Shivaji International Airport Area, Vile Parle East,Mumbai",7500000.0,225,33330.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Raj heights goregaon ,Aarey Colony, Goregaon East,Mumbai",8600000.0,720,11940.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Adarsh Nagar, Worli,Mumbai",18000000.0,525,34280.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Dindayal Nagar, Vasai West,Mumbai",2850000.0,450,6330.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Atomica,Jyothi Nagar, Chembur,Mumbai",16000000.0,910,17580.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tulip ,Kondivita, Andheri East,Mumbai",7300000.0,350,20860.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Saidham Nagar, Parel,Mumbai",9500000.0,325,29230.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Janki kunj ,Chhatrapati Shivaji International Airport Area, Vile Parle East,Mumbai",11100000.000000002,260,42690.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chandan Shanti, Mira Road East,Mumbai",15000000.0,1285,11670.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bolinj, Virar West,Mumbai",2700000.0,585,4620.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Oswal Nagari, Nalasopara West,Mumbai",2700000.0,585,4620.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Marol, Andheri East,Mumbai",12000000.0,1170,10260.0,3,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"I C Colony, Borivali West,Mumbai",9500000.0,515,18450.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tagore Nagar, Vikhroli East,Mumbai",16000000.0,1800,8890.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Beverly Park, Mira Road East,Mumbai",5000000.0,450,11110.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Wadegati Kripa,Bhavani Nagar, Bhandup East,Mumbai",7500000.0,380,19740.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vishwakarma Nagar, Mulund West,Mumbai",13000000.0,600,21670.0,2,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tata Power Residential Colony, Borivali East,Mumbai",10000000.0,400,25000.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sai Wadi, Andheri East,Mumbai",17600000.0,600,29330.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chandan Shanti, Mira Road East,Mumbai",4600000.0,465,9890.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Orchid ,Silver Park, Mira Road East,Mumbai",5800000.0,813,7130.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Hanuman Chowk, Mulund East,Mumbai",7500000.0,500,15000.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tata Power Residential Colony, Borivali East,Mumbai",14500000.0,785,18470.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
" A wing Sang,Ghartan Pada, Dahisar East,Mumbai",6500000.0,540,12040.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Municipal Building,Siddharth Nagar, Kamathipura,Mumbai",11000000.0,310,35480.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Hanuman Chowk, Mulund East,Mumbai",6400000.0,300,21330.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Devipada, Borivali East,Mumbai",10000000.0,545,18350.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Marol, Andheri East,Mumbai",17500000.0,902,19400.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Wagholi, Nalasopara West,Mumbai",3300000.0,690,4780.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Happy Home Estate,Mira Road West, Mumbai",6000000.0,400,15000.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Prabhadevi, Mumbai",8200000.0,250,32800.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Jai hind estate ,Gulal Wadi, Bhuleshwar,Mumbai",10800000.0,325,33230.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Somwari Bazar, Malad West,Mumbai",6900000.0,400,17250.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Marol, Andheri East,Mumbai",4500000.0,225,20000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vasant Nagari, Vasai East,Mumbai",4700000.0,1000,4700.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Eden Gardens, Anushakti Nagar,Mumbai",110000000.0,3000,36670.0,5,Yes,5.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tadwadi, Mazgaon,Mumbai",12500000.0,401,31170.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ambawadi, Nalasopara East,Mumbai",2500000.0,550,4540.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Padmavati Nagar, Bhayandar West,Mumbai",22500000.0,1370,16420.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ashok Nagar, Juhu,Mumbai",24000000.0,620,38710.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Varsha Nagar, Vikhroli West,Mumbai",7000000.0,300,23330.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Khar West, Mumbai",25600000.0,750,34070.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"NOMAD ,Gowalia Tank, Tardeo,Mumbai",10000000.0,360,27780.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tower52,Kazipura, Nagpada,Mumbai",14000000.0,570,24560.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shree Sarvodaya Nagar Co Op Hsg Society,Cawasji Patel Tank, Bhuleshwar,Mumbai",22000000.0,650,33850.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Udyan CHS,Khar East, Mumbai",14500000.0,510,28430.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shammi Nagar, Dharavi,Mumbai",12000000.0,547,21940.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"RTO Colony, Mumbai Central,Mumbai",75000000.0,10000,7500.0,3,Yes,5.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Central Railway Godown, Mazgaon,Mumbai",7300000.0,275,26550.0,1,Yes,,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Samel Pada, Nalasopara West,Mumbai",4600000.0,1000,4600.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Railway Police Colony, Ghatkopar East,Mumbai",13500000.0,600,22500.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shastri Nagar, Jogeshwari West,Mumbai",50000000.0,2000,25000.0,1,Yes,4.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"MIG Colony, Bandra East,Mumbai",20000000.0,400,50000.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Rinka Park,Mira Road West, Mumbai",8000000.0,750,10670.0,2,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Triveni Nagar, Malad East,Mumbai",75000000.0,4000,18750.0,4,Yes,5.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Prabhadevi, Mumbai",8500000.0,225,37780.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bhendi Bazaar, Bhuleshwar,Mumbai",24000000.0,990,24240.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Pheerbhoy Mansion,RTO Colony, Mumbai Central,Mumbai",5000000.0,365,13700.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Babrekar Nagar, Malad West,Mumbai",30000000.0,5000,6000.0,5,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tata Housing Colony, Andheri West,Mumbai",250000000.0,2700,92590.0,4,Yes,4.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Naigaon, Dadar East,Mumbai",10000000.0,250,40000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Lohar Chawl, Kalbadevi,Mumbai",60000000.0,1400,42860.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ghodbander, Mumbai",6200000.0,565,10970.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ekta Nagar, Mazgaon,Mumbai",10000000.0,240,41670.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Om Siddhivinayak CHsl,Chhatrapati Shivaji International Airport Area, Vile Parle East,Mumbai",7000000.0,300,23330.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Prabhadevi, Mumbai",11500000.0,315,36510.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bhakti Park, Wadala East,Mumbai",1500000.0,90,16670.0,1,No,,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Yashwant Vaity building,Mahakali Nagar, Mulund East,Mumbai",3500000.0,462,7580.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Jankalyan Nagar, Malad West,Mumbai",5200000.0,450,11550.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chhatrapati Shivaji International Airport Area, Vile Parle East,Mumbai",7000000.0,600,11670.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Evershine City, Vasai East,Mumbai",500000.0,240,2080.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Pandit Dindayala Upadhaya Nagar, Andheri East,Mumbai",9900000.0,400,24750.0,2,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Nirmal Park Railway Colony, Chinchpokli,Mumbai",7500000.0,300,25000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"I C Colony, Borivali West,Mumbai",7500000.0,446,16820.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sector 4 Charkop, Kandivali West,Mumbai",6600000.0,560,11790.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Golani Naka, Vasai East,Mumbai",2600000.0,575,4520.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Nardas nagar,Tembhipada, Bhandup West,Mumbai",4200000.0,285,14740.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Mhada Sankul,Sewri, Mumbai",5500000.0,350,15710.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Park Society, Vile Parle East,Mumbai",7000000.0,350,20000.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Chandivali, Powai,Mumbai",3500000.0,350,10000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bhayandar East, Mumbai",27400000.000000004,1800,15220.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sathi D Souza Nagar, Sakinaka,Mumbai",6500000.0,1100,5910.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Manevale Pada, Nalasopara East,Mumbai",800000.0,250,3200.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vimla mahal building ,Cumballa Hill, Mumbai",98500000.0,1600,61560.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vakola, Santacruz East,Mumbai",31000000.0,1050,29520.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sarvodaya Nagar, Bhandup West,Mumbai",2500000.0,240,10420.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Yashvant Viva TownShip, Nalasopara East,Mumbai",2525000.0,500,5050.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shiv Prasad Welfare Society,Manevale Pada, Nalasopara East,Mumbai",950000.0,620,1530.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"New Om Complex CHS,Miragaon, Mira Road East,Mumbai",4100000.0,500,8200.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Charkop Sector 9, Kandivali West,Mumbai",14000000.0,1200,11670.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bhayandar East, Mumbai",2500000.0,285,8770.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"FNR apts,Hallow Pul, Kurla West,Mumbai",1500000.0,220,6820.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Marol, Andheri East,Mumbai",4500000.0,640,7030.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Wagholi, Nalasopara West,Mumbai",5000000.0,780,6410.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Mulund Colony, Mulund West,Mumbai",5500000.0,525,10480.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Gorai 1, Borivali West,Mumbai",8800000.0,1050,8380.0,3,No,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ashok Nagar, Juhu,Mumbai",160000000.0,1500,1070.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Avani Park,Bharti Nagar, Mira Road East,Mumbai",6268000.0,615,10190.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tembhipada, Bhandup West,Mumbai",4100000.0,250,16400.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Mazgaon, Mumbai",6300000.0,207,30430.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Ashok Nagar, Borivali West,Mumbai",10000000.0,290,34480.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Versova, Andheri West,Mumbai",80000000.0,3500,22860.0,5,Yes,5.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Panjarpole, Bhuleshwar,Mumbai",6100000.0,225,27110.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Somwari Bazar, Malad West,Mumbai",4500000.0,225,20000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Siddhi Apartments Khetwadi,Ambewadi, Girgaon,Mumbai",22500000.0,520,43270.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"SRA Building,Sarvodaya Nagar, Bhandup West,Mumbai",6000000.0,534,11230.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Hawai Pada, Nalasopara East,Mumbai",550000.0,350,1570.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Under pagdi system ,Nehru Nagar, Kurla East,Mumbai",2200000.0,220,10000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Morya Nagar, Nalasopara West,Mumbai",2200000.0,850,2590.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bimbisar Nagar, Goregaon East,Mumbai",2600000.0,200,13000.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Malvani, Malad West,Mumbai",7500000.0,1100,6820.0,3,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Om siddhivinayak apartments chs,Dadar West, Mumbai",11000000.0,313,35140.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shree Omkareshwar Mira Road,Hatkesh Udhog Nagar, Mira Road East,Mumbai",29200000.0,1870,15610.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Mastermind IV,Aarey Colony, Goregaon East,Mumbai",2000000.0,150,13330.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Big Step ,Pant Nagar, Ghatkopar East,Mumbai",5500000.0,500,11000.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"AMIr Building ,Masjid Bandar West, Masjid Bandar,Mumbai",7000000.0,620,11290.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Worli Sea Face, Worli,Mumbai",9000000.0,198,45450.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Hawai Pada, Nalasopara East,Mumbai",1600000.0,340,4710.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Marol, Andheri East,Mumbai",7800000.0,380,20530.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Naigaon East, Mumbai",1200000.0,250,4800.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Azad Nagar, Colaba,Mumbai",47500000.0,936,50750.0,3,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sindhi Colony,Matunga East, Mumbai",8000000.0,516,15500.0,2,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Budget Homes The,P&T Staff Colony, Mulund West,Mumbai",7000000.0,444,15770.0,2,Yes,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Kalina CHS,Kalina, Santacruz East,Mumbai",55000000.0,1600,34380.0,3,Yes,3.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shiv prasad welfare Society ,Manevale Pada, Nalasopara East,Mumbai",950000.0,560,1700.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vakola, Santacruz East,Mumbai",7200000.0,325,22150.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Merry land ,Worli Sea Face, Worli,Mumbai",31500000.0,682,46190.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"chawal,Vakola, Santacruz East,Mumbai",1700000.0,550,3090.0,2,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Rivali Park,Tata Power Residential Colony, Borivali East,Mumbai",38000000.0,1160,32760.0,3,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Yashwant Gaurav complex,Wagholi, Nalasopara West,Mumbai",5000000.0,870,5750.0,3,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"merryland worli,Worli Sea Face, Worli,Mumbai",35000000.0,682,51320.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Indira Nagar, Ghatkopar West,Mumbai",3500000.0,200,17500.0,1,No,2.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Antop Hill, Wadala,Mumbai",12500000.0,585,21370.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Indira Nagar, Jogeshwari East,Mumbai",4700000.0,225,20890.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vishwashanti society,Tembhipada, Bhandup West,Mumbai",2700000.0,480,5630.0,2,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Mahavir Krupa Maharana   pratap road ,Bhayandar West, Mumbai",2300000.0,300,7670.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Vasai East Salt Plant, Vasai East,Mumbai",800000.0,300,2670.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Bhayandar West, Mumbai",2750000.0,350,7860.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Shivkrupa ,Vakola, Santacruz East,Mumbai",5000000.0,350,14290.0,1,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Byculla East, Byculla,Mumbai",4500000.0,800,5630.0,6,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Sai Krishna housing socity,Sai Nath Nagar, Virar East,Mumbai",1300000.0,330,3940.0,1,No,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
"Tagore Road, Santacruz West,Mumbai",4500000.0,450,10000.0,2,Yes,1.0,Maharashtra,2000,Ahmednagar,22.8,Clear,27,9.0,landslide
